free_text,label_id
thêm một người bị cộng sảng nhồi_sọ không biết sao có_thể nạo ra được hết chất bà ấy trong đầu,2
nghe giọng nứkg quá ba_rọi béo,1
ông làm bố tôi hơi lâu rồi đấy ' tùng sói said,0
vì trả lại top nên tối nay mình xin phép ea vân vân,0
anh trung giả kim,0
có khả_năng tối nay anh bị ngủ ngoài đường còn tiếp,0
bùn nhở,0
pháo_thủ toang cmnl,0
bóng khùng bóng điên,1
làm thêm chục triệu mở hòm csgo anh ơi,0
lê huyền người ư sinh_vật hạ_đẳng chứ ngươi ai lam thế,2
cao_lãnh với chúng_tôi này,0
làm nhẹ cho nó được,0
‍ ️,0
ặc,0
ai xin nhắn_tin tôi đi,0
godnow tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ tui cam_đoan là như_vậy,0
nhìn chị minh hiếu có duyên hết_sức nói_chuyện rất chân_thật mặc_dù mỗi lần live chửi rất táo_tợn nhưng nghe và nhìn chị ấy rất thánh_thiện và chất chúc chị luôn vui khoẻ và hạnh_phúc mong có dịp sẽ được gặp chị,0
dễ_thương và duyên quá cô ơi love cô,0
lê thị bích hồng tk trẻ trâu,2
nhớ nuôi kiểu tóc này mới đủ combo nhé anh_em,0
chang_chang,0
nguyễn trang nói thật mị,0
người thì giết mạng người thì fed tụt lol,0
có phải nổ lực là có được đâu phải có chút gọi là may_mắn nữa,0
panda thái đã xem,0
luôn ủng_hộ katm,0
còn bạn này nữa thầy ơi,0
giọng cuốn vãi cặc,0
nguyễn đào_nguyên,0
thế thua gì bác không công_khai mà cả việt nam điều biết tên em nó bác nghĩ người_ta đón được sao,0
ai ki nghe nói cũng đi ý về,0
không có thì sảng xuất ra,0
hợp_lí anh ơi,0
được anh ơi,0
con_người sao lại như_vậy,0
bảo dan tri thap thì tự_ái,1
tại_sao phải trả_lời thầy,0
cái trend nghe có vẻ mãi chúng_nó vẫn chưa chán nhỉ,0
đang lúc dầu sôi_lửa bỏng bay kiếm cái lồn mẹ nó hay gì á rồi đem bênh về đây cho nhà_nước nuôi tốn cơm tốn gạo,1
con nho nay hom truoc chui ong ba cha me ca nguoi việt nam la minh biet no bi ma nhap no truoc khi bi chet gao thet kinh hon de truoc khi xuong dia nguc,0
anh_minh chậm cái con cặc,2
reaction thầy ơi,0
đoạn đánh răng chiếm quá nhiều thôi,0
đù dại ghê bọn đấy ngày nào nó cũng lên phường xiên cho nó cái đuợc tiếng luôn vào khám mấy anh_chị cũng thương xiên hết mọi thằng trên phường luôn cho nó sum,1
chị cho em triệu đi làm chim đi huhuh,0
tóm lại là chửi nhau phải có văn_hoá em thích fanpage rồi đấy,0
anh tiệp,0
khi đi nhớ đem theo nasus nhé thầy,0
cái tay cái tay,0
vẫn có người tặng quà va len thai cho mình mọi người ạ,0
giật cho mất mẹ cả cái mụn ruồi,0
tóm lại là con_gái hay trai bực_mình vãi lồn nhìn hoài không ra,1
đào hà văn rinaky cn anh_chị ơi cẩn_thận nhé ạ,0
điều_kiện hạn_chế vi rút phát táng có_thể là phòng trên độ là cơ_bản còn mọi thứ điều cis thể hãy đọc kĩ những bài nói về vi rút corona the trang chính_thống nhé,0
bắt được đừng chữa nhốt vào cho chết luôn loại này đừng để đẻ trứng,2
optimusthre với sức_mạnh,0
,0
ha_ha,0
ông thế mọi người không biết à trần dần mắc bệnh từ khi chưa có dịch à ông này mắc loại bệnh còn nguy_hiểm hơn covid,0
đồng_bọn nhỏ đó khi vô tù,0
nguyễn thị luận hà_nam cũng vậy,0
gáy to thế mi anh,0
bảo tín đi du_lịch gặp con gì ngứa ngứa ở biển em đã sợ lắm rồi sao xuất_hiện con này nữa,0
học cách kiểm_soát bộ_não của mình đi thích thì tiến tới ghét thì bỏ_quá,0
phạm linh không co cái lồn,1
quan_trọng gì trước sau gì chẳng về nhà,0
tất_nhiên là thần_tượng vẫn còn ngon cơm tất_nhiên là mắt thấy tai_nghe chứ không phải nằm chiêm_bao,0
con thương cô lắm,0
cực_kỳ thu,0
thánh chửi lãnh_án,0
xe chở súc_vật mong người dân hãy tránh xa đề_phòng súc_vật phóng_uế lung_tung làm mất vệ_sinh,2
à thế bạn ý hát bài gì jui có ai giới_thiệu cho mình được không lâu jui mình chẳng nghe bài hát mới nào cả,0
chúc anh_em năm mới vui_vẻ an_khang thịnh_vượng,0
có táo_quân thỳ mới là tết chứ,0
samsung vẫn đi làm bình_thường nhé mỗi ngày đi làm là ngày vui,0
chú trung đầu lồn chứ chú tí đầu lân cái lồn gì,2
chi đep quá chi em thích quá,0
oh shjt,1
cáo từ,0
nhật long toang kiểu này còn lâu lắm,0
hiếu buồi sủa dơ,2
được trung khá bảnh,0
,0
quản_trị viên nói xạo à bê_tông ăn thế_nào được,0
con thuong co ba,0
á nhà tiên_tri ủng_hộ nghị_quyết rồi nhé,0
nguyễn thị phương bạn ơi cho mình xin ảnh để sống ảo được không ạ,0
chào nhà_báo vũ hoàng lân chào danh_hài vũ_trụ trần dần,0
được đẹp_trai,0
lan hoa tùng có dùng tài_khoản clone đi bình_luận đâu dạo,0
ăn_bận như cac họ,1
cực_kì thuyết p,0
nhảy thế kia nhỡ may tiếp đất không chuẩn lại ngã thì sao thôi tôi tớ nhiều cứ bảo thằng ra cõng cho chắc,0
reaction thầy ơi,0
chửi hay lắm quản_trị_viên,0
chào nhée,0
thu trang,0
đau_đầu vãi lồn,0
mày nói như lồn bọn đa_cấp nó đóng thuế còn gấp chục lần doanh_nghiệp tao cho thằng chủ_đề ăn lồn không oan chứ thằng bên dưới,2
thế cơ_á,0
day khong phai la con nguoi nua tinh_tinh_tinh,1
tks thầy nhé,0
quá ngu lồn đi,1
fan cô minh hiếu đâu ta ️,0
nguyen ngoc tam_gia phú phải không,0
tình đồng_chí thật kiên trung sách lịch_sử dạy giặc tra_tấn dã_man thế_nào cũng không mở mồm có,2
bác dần chớm có tình_yêu nước rồi đấy,0
toang quá thầy ơi,0
làm cái đéo gì thì làm đừng để người_ta nhắc đến việt nam là gắn với từ ăn_cắp,1
ba_rọi béo nói_chuyện dễ_thương quá,0
,0
cả nước đồng_lòng riêng em thi không,0
còn ngưỡng_mộ có ba nhé ha_ha,0
báo_công_an đi rồi quản_lý thị_trường hốt em luôn_thể,0
im mẹ đi thằng mặt lồn,2
thằng quản_trị viên này não bị delay năm à,2
,0
how to nói đểu vợ,0
mới hả mọi người,0
quản_trị viên hãy tìm số báo nào của báo quân_đội khi viết ba rách ông ba ma và đô na trăm vãi báo,1
bọn chó sủa bậy,1
thì ra thầy đã có tính tấu hài từ lúc làm tuyển_thủ chuyên_nghiệp,0
sếp nhà mình cũng thế,0
bon comcom đơn_vị tác_chiến điện_tử với nhật_ký yêu nước địt_mẹ chúng_mày vào mà đọc tưởng ai cũng như chúng_mày hết đấy,2
các em này khi vào báo_công ngủ với ác hồ thì phải chỉa vào mặt ác hồ như thế này nè,2
giận đéo mặt,0
video âm_nhạc khá chất_lượng,0
đi làm cũng khổ,0
thầy duo với levi để tú bơ_vơ,0
lại người nữa ra đi,0
bác ơi chói quá,0
tự_hào quá việt nam ơi,0
khổ_thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem rồi team lại đủ thứ buồn còn ngày_mai nữa mong các anh cố_gắng,0
ai yêu nhắn_tin nhé,0
chu hoài tạo_hình suốt mà giờ mới trend,0
em mê con nhỏ ngoài trần duy hưng nhưng phải cố_gắng nhiều hơn,0
tại mấy anh tàu mà ra,0
sợ thật ấy,0
xin phép cả nhà nhé,0
so với nghệ_thuật sắp_đặt trị_giá tỷ vnd của ông hoàng trung hải thì tác_phẩm trái chuối rất là chuối,0
nước_hoa đểu lấy đâu ra xịn hot_girl đéo gì nhìn xấu vãi cả lồn thề,2
sam luôn_luôn đi theo cặp nhé con chồng lên nhau ý,0
trường giang no no đg chỉ_trích vì tính ích_kỷ không nghĩ cho người khác chứ bà ấy sống thì tốt th chứ có gì đâu,0
,0
chúc_mừng năm mới,0
quân tâm anh_em có link xem chưa bao phê luôn anh_em ơi,0
thầy làm gì cũng được đừng ra video âm_nhạc hát là được nhé thầy nói chứ địt_mẹ mãi yêu thầy,0
cứ như là kịch_bản hay cho việc hợp_lý_hóa xây sân_bay long thành,0
cổ_động_viên quảng_ninh nhưng rất thích chất cổ_động_viên hải phòng,0
đưa ông_già đi trốn hợp_lý hơn,0
suni hạ_linh sau khi thấy video này ️,0
bóng dơ,2
mai ánh thi có nhé em ơi nhắn_tin nhé,0
có tiền đi đường quyền,0
trần bình trọng vừa xong thích các bác sống nhanh vãi lồn,1
tôi nghĩ tiền không làm gì được các ông ạ,0
nhớ đến đấng nhé gà,0
mê cô quá,0
vô_tình thấy giống anh quá,0
đặng thái hoàng châu dư_âm từ năm này sang năm khác,0
tú không cho anh blue và cái kết,0
fan cứng nè,0
em đây anh ơi bây_giờ em mới nhận ra bên em còn có người anh tuyệt_vời như anh anh độ ạ,0
i love you to ca mo,0
đụ_mẹ nói_leo,1
pha đánh răng ám_ảnh nhất lịch_sử điện_ảnh có_thể lưu_truyền mọi thời_đại là biểu_tượng để các diễn_viên học_tập theo,0
đu má tu biên tu diēn luon,1
,0
hoc con cặc gi nua ve_san voi ma kiem an_vậy,1
thanh phương c làm bài đánh_giá đi c,0
đình quang thô nhưnh thật quá bác ạ,0
ba_rọi béo có_thể chiếm_đoạt được trái_tim của tiểu tiểu nhưng riêng blue của tiểu tiểu thì ba_rọi béo tuổi lol chiếm_đoạt được vậy,0
đúng là chó làm người phải chịu hài,1
buồi minh huệ người mình thích ơi anh thích em đó,0
cô minh hiếu nói_chuyện thật_thà dễ_thương quá ️ ️ ️ ️ ️,0
ai biết tên kiểu này là gì không ạ,0
uống nước là đi tù,1
đéo hiểu kiểu gì,1
em chúc panda của ba_rọi béo yêu_dấu vui_vẻ nhé và đừng quên xoá kênh,0
đù_mẹ cuộc_sống,1
phải xử_lý hình_sự mới sáng_mắt ra được,0
dạo này nước mỹ không được an_toàn sao không thấy cây súng của nhà tien tri_vậy,0
em về tộc anh rồi nhưng chưa có fc,0
khó_chịu vãi,0
thế này thì như thor luôn,0
góp vui một_tí,0
mọi người xin dành chút thời_gian nguyên góp mỗi người thích vào ảnh đại_diện của tôi được không,0
triệu_hồi phúc nghẹo trọng lú,2
nói vậy thôi cho dân_chúng bớt xoắn lên nhưng thực chắc cũng đâu vào đấy nó chơi ngầm thì đố ai biết cái nhà_nước này nó nát bét hết rồi các bác đừng có mơ làm nhà_nước nữa từ cấp đã xác_định là làm nghề gì mà không liên quá nhà_nước rồi vì tao biết g,2
thời_gian ủ_bệnh lên tới ngày khả_năng cao vẫn phải cách_li theo_dõi thêm,0
mặt độ trông buồn_cười vãi lồn kiểu con ơi cho bố cầm mới ha_ha,0
pha xử_lí hay nhất từng xem,0
thêm quả carô ở trong nữa nhìn chán,0
bà này đỉnh thật nữ_tướng đáng khâm_phục giá_như mà việt nam có sự lãnh_đạo của bà thay cho ntkn thì hay cho đất_nước,0
dư_luận viên vào ẳng nào,2
from,0
nghe kì kì sao á con_trai với mẹ mà liệu mấy cái lời nghe,0
lisa cai_lậy,0
trung quốc hắc xì cả thế_giới phải rung_chuyển,0
nghiệp bê đi nặng lắm rồi má ơi,2
duy trần xin video với,0
yêu thầy dấu bé,0
nó giống vãi lol anh ơi,0
cũng đã đến lúc những người làm công_tác bảo_vệ an_ninh các khu_phố cần vào_cuộc vì hình_ảnh của đất_nước không để mấy thằng lưu_manh làm mất_mặt được,2
quản_trị viên em muốn mua cái này mua ở đâu ạ,0
lại lên_cơn hoang_tưởng bậc cao hơn,0
nguyễn minh bộ ba siêu phẩm rồi sao đọ,0
phương min tôi nghĩnh nhỉ lạ lồn nhỉ rõ_ràng cố_tình tạo phốt để bán hàng trực_tuyến mà làm như hay lắm sống dơ vậy ai mua đồ cho trời,2
trần chuẩn,0
min,0
hình_như thiếu,0
chỉ địt xã_giao thôi,1
trúc ngân ơ sao lại đi so_sánh đỉnh_cao của cây anh tê em với đỉnh_cao của jack vậy bạn thiệt là khập_khiễng với cả thiệt_thòi cho bạn nện đàn vợ,0
hoàng kiên nói đúng lại còn chuẩn,0
có con cặc nè em,2
fanpage lâu_lâu nói_chuyện chuẩn dễ sợ,0
kinh,0
quảng_cáo lộ_liễu quá,0
nghĩ ló chán,0
nghe thế thôi làm theo mất hết,0
loại này phải,0
buồn anh ạ,0
mong mấy bác được cách_li ở nhà đừng trốn là em vui rồi cứ đi nhông nhông thì em cũng sợ,0
bậy zòi nhìn bên trái đi d đừng nhìn bên phải,0
hợp_lý anh ơi,0
nguyễn trọng hiệp hiệp bmw à,0
do lười chụp ảnh có mỗi kiểu chụp trộm thôi,0
thân_hình phụ_huynh gương_mặt học_sinh,0
giống như câu ngêu sò tranh nhau ngư ông đắc lại,0
hợp_lí anh ơi,0
đinh nguyễn vươn anh tuan,0
vũ mai ly ơi thật á,0
huyền khánh phùng chả vờ chả vịt,0
nguyễn định tui sợ á,0
minh tran à mình nghe cũng nghĩ là người miền trung mà bà ấy không biết phân_biệt,0
ba_rọi béo sang quá à đi hửi quần xì của con les,2
đi sau việt nam hàng thập_kỉ,0
chúng_mày phải thông_cảm các anh ý đều có ước_mơ làm hình_sự nhưng dòng đời xô_đẩy phải đi làm trật_tự và giao_thông,0
hang vu đú trend lâu roài,0
thuyết_phục vãi lồn,0
rõ_ràng chức_danh chủ_tịch mà sao ý_thức lại khác vậy,0
nguyễn thanh mai trúc tao hay kể chuyện cười cho mày nghe nhưng làm_việc gì nhớ tập_trung chuyên_môn nghe chưa,0
nhà nói_dóc nhà ảo_tưởng chứ biết con_mẹ gì mà tiên_tri,2
bạn trai nhà người_ta chưa bao_giờ làm tôi thất_vọng,0
đợi ơi,0
tiêu_chảy cấp,0
sang_năm mới mong anh bớt hí nhé,0
lúc đó tôi tưởng thế_là ngầu,0
nhìn chất vãi lồn anh ơi,0
nguyễn tuấn phong thương chị quá,0
âu cũng là số_phận muốn đóng vai thiện nhưng đời xô_đẩy,0
chào vọng chị kế_toán cũng thấy cái này chị ơi vì một cái tết ấm_no hãy thương tụi em,0
ngọc huy học_hỏi thần_tượng để có quả đầu đẹp nhé,0
benben duong,0
ơi cưng quá cô ơi,0
chui nua_di_co cho bo tat ngua,1
nể nhất anh phóng_viên ngồi mặt tỉnh_bơ không biến_sắc,0
vợ em mấy anh ơi em lớp trưởng nè,0
bản kia hay hơn,0
dạo này pản động nhiếu quá mấy bạn bò đỏ ah d,2
chất vãi lồn anh ơi,0
ủa ah nói hay_vậy,0
cái cap hơi gây war đó nhé vậy tui nói chương_trình mấy người này_nọ mấy người chịu không nói gì thì suy_nghĩ vào xin_lỗi chứ chương_trình có duyên mà bình_luận đéo có duyên thì dẹp hay im mẹ mồm cho xong thân,2
nhà tiên_tri hay đấy ông có thêm phiếu về việt nam chơi nhé,0
đặt khô gà ở đâu vậy thầy ơi,0
ngọc như chắc là sẽ bíu ty phun lắm đây,0
nhà thầy đâu tết ghé coi,0
lê văn tám là hư_cấu à bacd,0
dân miền tây nam rất thích đeo vàng khoe_khoang nhỉ,0
cưng bà ấy dễ sợ,0
tiên_tri vũ_trụ múa võ vui kinh nhỉ thấy tiên_tri dùng thế cuối rồi nói câu súng bắn không trúng dao chém không lủng tự_dưng muốn cười kinh_khủng ha_ha ka,0
địt_mẹ hồ chí minh đường_mòn hồ chí minh,2
lại dễ ăn quá làm ở nhà nhé,0
đinh phước sống nhanh chậm tao chửi hết,0
ba_rọi béo minh hiếu xuất_sắc quá nè mọi người,0
mời dì hai ca_sỹ tuấn phong đi anh_chị ️ ️,0
tao bên này tao còn đéo giám dùng tien mà sao chị xạo lồn vay nhà toàn trả_góp sūa cái lồn,2
duy trần xin video luôn ông ơi,0
lộc đéo bình_luận là bác được yên rồi lộc bình_luận cái bác lên nóc nhà bắt con gà bãi đéo nào cũng có dấu răng của lồn,1
sao thầy không múa quạt nhỉ,0
ngô tấn hưng ông đang nâng trình ba_rọi béo hay kéo_trình duke xuống vậy,0
,0
lại nghĩ cảnh tập_trận chống bạo_động đại_hội đảng cứ tập_trận như đúng rồi sợ dân ta đến biểu_tình nên phải làm vậy đây mà,2
con này không bỏ_tù cũng phải bồi_thường thiệt_hại cho đất_nước thì mới mong được sự tha_thứ,0
đúng là chỉ còn loi không mà hai văn được,0
thứ ngu như mày nói_chuyện mất tg đi học lại lớp mẫu_giáo đi,2
may là có ý_thức chứ không như mấy người bỏ trốn,0
nguyễn đạt tôi nói không cùng gu mà anh,0
người cao bằng đẹp_trai là thế đấy các bạn ạ,0
kb nhắn_tin có video,0
bé bú trên để bố bú dưới,0
ba_rọi béo dẫn gái về phong stream,0
sao cô giống đàn_ông thế cháu tưởng đàn_ông,0
vì yêu anh nên em nguyện làm người tăng động,0
tối nay em sẽ đi học chứ không đi chơi nhé ba_rọi béo,0
bố lạy mày đừng hiếp_dâm thị_giác của bố nữa quản_trị viên à,1
nguyễn hoàng hoài thương,0
đỗ thuỷ_trinh giông y mạng nhà mày,0
toàn dân_công_giáo,0
hóng phim ra rạp,0
bạn bị phạt khi chê lãnh_đạo kênh_kiệu ngu cùi bắp không phải vì bạn xúc_phạm họ mà vì bạn đã lộ bí_mật quốc_gia,2
cực_kỳ thuyết_phục,0
có ai chơi gay không nhắn_tin mình đi,0
trần dần tien bo moi gia nhap dcs,0
em khoe ké với ạ,0
được thả tim cho bạn,0
được anh_trai,0
gốc tàu mà chửi trung_quốc ghê,0
cố lên cố lên,0
dương ly nhím,0
đặt khô gà ở đâu vậy thầy ơi,0
phan quỳnh anh bóp đéo là gì mày,0
chào các bạn quay trở_lại với tòi súng vlog,0
rách háng như_chơi,0
có vẻ là người nổi_tiếng,0
súng bắng không chết dao chặc không đức tất_nhiên vi_trùng tô vít sao xăm nhập được dần đần tui cam_đoan là như vậy ơn trời dần đần có món thần_quyền môn nếu không giờ tò tí te rồi,0
hàng giả bạn,0
động_cơ quyên_góp tiền là gì,0
địt_mẹ quản_trị viên mày óc cứt lắm địt_mẹ người_ta khổ chứ đéo rảnh lên đăng ba cái tào_lao như mày đâu mày cho người_ta được đồng xu cắt bạc nào chưa ở đây xạo lồn mẹ mày sinh cái tay mày ra trước hay sao mày ngu_vậy,2
nổ như chó,1
tao đã đi ngủ từ lúc nhưng đéo thể_nào ngủ nổi,0
công_nhận cái khẩu_trang giống thật còn,0
đúng là ở kingdom đẳng_cấp khác hẳn,0
có lồn đâu mà lấy tỷ chùi trời,1
yếu_đuối vãi lồn thế_thì sao bước quá nổi sóng_gió cuộc_đời,0
hợp_lý,0
nhìn cái bút đã muốn ấy ấy,0
òa là thầy_giáo lại vừa đẹp_trai lại chu_đáo mê quá đi à,0
khôn ra rồi đấy tao sẽ cho mày ở lại trái_đất,0
nhớ bà ấy binh lắm mà,0
sam sam hậu hoàng đó,0
bao_giờ cho đến ngày_xưa chúng_ta hãy biết_ơn lịch_sử suốt từ thời lần đánh nam hán trên sông bạch đằng đừng như bây_giờ tên cũng không dám gọi chúc bác lượng luôn an_toàn,2
nó chửi như vậy_mà vẫn là cô linh cơ à không có lòng tự_trọng sao,0
nhìn bà trang giống tăng thanh hà ghê ‍ ️,0
mệt quá thầy ạ,0
phải_chăng việt_nam sẽ chia làm đôi miền bắc theo khựa miền nam theo mẽo miền trung chắc theo lào,0
hợp_lý hơn nè ba_rọi béo,0
cách_ly tại nhà rồi nhé mọi người,0
bao_nhiêu cái tý trôi quá rồi mà vẫn không thấy đâu quá buồn,0
đéo biết game phải để giải_trí không nữa,1
có màu rằn thế này không bạn,0
kanh nè d,0
chịu cứng,0
đã dislike video âm_nhạc của jack để ủng_hộ cây ây ti em,0
diễm ngọc vui thôi đừng vui quá,0
lưu bảo_toàn đọc hại não vãi cả lồn,1
tưởng gì bắt_chước trend của mình hồi nhỏ ngàn trăm hồi đó,0
khỏi đi để cháu còn đi học,0
thầy địt_mẹ giả_tạo vãi lồn,2
đĩ chị minh hiếu,2
giáo_án malphite của thầy thật bổ_ích,0
nhungcovid tài_trợ hết lo gì,0
